id,source_dataset,source_url_json,categoria,subcategoria,nombre,descripcion,municipio,territorio,lat,lon,direccion,telefono,web,ficha_turismo
txk_00010,albergues,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/albergues_de_euskadi/opendata/alojamientos.json,Alojamiento,Albergues,SAN FERMIN 2,"Este albergue está situado en pleno casco antiguo de San Sebastián, y rodeado de lo...",Donostia / San Sebastián,GIPUZKOA,43.3231732667082,-1.98482386356533,,,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000069841_a1_rec_turismo/es_69841/69841-ficha2.html,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000069841_a1_rec_turismo/es_69841/69841-ficha2.html
txk_00011,albergues,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/albergues_de_euskadi/opendata/alojamientos.json,Alojamiento,Albergues,BBK BILBAO GOOD HOSTEL,"BBK Bilbao Good Hostel, está ubicado en el barrio bilbaíno de Bolueta, a tan s&oacu...",Bilbao,BIZKAIA,43.2467781848223,-2.90985744973047,,,http://www.bbkbilbaogoodhostel.com,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000071221_a1_rec_turismo/es_71221/71221-ficha2.html
txk_00012,albergues,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/albergues_de_euskadi/opendata/alojamientos.json,Alojamiento,Albergues,GALERNA ZARAUTZ HOSTEL,"Galerna Zarautz Hostel ofrece, desde junio de 2014, a sus huéspedes un alojamiento econ&oa...",Zarautz,GIPUZKOA,43.2834113941069,-2.16507167215803,,,www.galernazarautzhostel.com,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000072321_a1_rec_turismo/es_72321/72321-ficha2.html
txk_00013,albergues,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/albergues_de_euskadi/opendata/alojamientos.json,Alojamiento,Albergues,DOWNTOWN RIVER,"Ofrece un alojamiento económico, moderno y confortable a sus huéspedes.El albergue ...",Donostia / San Sebastián,GIPUZKOA,43.3185152401597,-1.97944719791815,,,https://www.downtownriverhostel.com/,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000072322_a1_rec_turismo/es_72322/72322-ficha2.html
txk_00014,albergues,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/albergues_de_euskadi/opendata/alojamientos.json,Alojamiento,Albergues,SURFING ETXEA,"Además, se ofrecen distintas actividades en las que acercar el surf. Su ubicación c...",Donostia / San Sebastián,GIPUZKOA,43.3248119871467,-1.9736440311791,,,https://sansebastiansurfhostel.com/es,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000072681_a1_rec_turismo/es_72681/72681-ficha2.html
txk_00015,albergues,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/albergues_de_euskadi/opendata/alojamientos.json,Alojamiento,Albergues,BILBAO CENTRAL HOSTEL,"Inaugurado en 2013, el Bilbao Central Hostel está situado en una céntrica y a la ve...",Bilbao,BIZKAIA,43.2587863680574,-2.93460893127434,,,http://bilbao-central-hostel.bilbao.top-hotels-es.com/es/,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000075561_a1_rec_turismo/es_75561/75561-ficha2.html
txk_00016,albergues,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/albergues_de_euskadi/opendata/alojamientos.json,Alojamiento,Albergues,BILBAO ATERPETXEA HOSTEL,Con capacidad para 170 personas es una buena alternativa de alojamiento para grupos e incluso par...,Bilbao,BIZKAIA,43.2632149651643,-2.96161953430324,,,https://bilbaohostel.net/,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000075581_a1_rec_turismo/es_75581/75581-ficha2.html
txk_00017,albergues,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/albergues_de_euskadi/opendata/alojamientos.json,Alojamiento,Albergues,LEKEITIO ATERPETXEA  HOSTEL,"Este albergue se encuentra en Lekeitio, una de las tradicionales villas marineras de Bizkaia que ...",Ispaster,BIZKAIA,43.3562973520276,-2.50680457688858,,,http://lekeitio-aterpetxea-hostel.com/,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000076121_a1_rec_turismo/es_76121/76121-ficha2.html
txk_00018,albergues,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/albergues_de_euskadi/opendata/alojamientos.json,Alojamiento,Albergues,BIDE ONA,Aquellos que lo hacen en bicicleta disponen de un servicio para guardarlas.Cuenta con ropa de cam...,Portugalete,BIZKAIA,43.3187833871443,-3.02337361387363,,,https://alberguebideona.com/,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000079901_a1_rec_turismo/es_79901/79901-ficha2.html
txk_00019,albergues,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/albergues_de_euskadi/opendata/alojamientos.json,Alojamiento,Albergues,LIZARRUSTI PARKETXEA,"En un entorno que aúna la  naturaleza, con el arte, la cultura y las personas se encuentra...",Ataun,GIPUZKOA,42.9604753638978,-2.09942254604331,,,www.lizarrusti.com,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000080161_a1_rec_turismo/es_80161/80161-ficha2.html
txk_00020,albergues,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/albergues_de_euskadi/opendata/alojamientos.json,Alojamiento,Albergues,LA BODEGA DE SALINILLAS,"Una bodega familiar convertida en alojamiento, en un edificio totalmente rehabilitado. Enclavada ...",Labastida/Bastida,ARABA,42.6335533457627,-2.83269851428492,,,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000081021_a1_rec_turismo/es_81021/81021-ficha2.html,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000081021_a1_rec_turismo/es_81021/81021-ficha2.html
txk_00021,albergues,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/albergues_de_euskadi/opendata/alojamientos.json,Alojamiento,Albergues,IZARBIDE,"El albergue se ubica en una antigua vaquería reformada, a las faldas del monte Arno y en p...",Mutriku,GIPUZKOA,43.2941245776486,-2.38593047746742,,,www.izarbideaterpetxea.wix.com/izarbide,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000081101_a1_rec_turismo/es_81101/81101-ficha2.html
txk_00022,albergues,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/albergues_de_euskadi/opendata/alojamientos.json,Alojamiento,Albergues,BEIZAMAKO ATERPETXEA,"Se trata de un alojamiento perfecto para centros de enseñanza grupos, asociaciones y famil...",Beizama,GIPUZKOA,43.1340058944754,-2.19959677289112,,,http://www.beizamakoaterpetxea.com/,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000081102_a1_rec_turismo/es_81102/81102-ficha2.html
txk_00023,albergues,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/albergues_de_euskadi/opendata/alojamientos.json,Alojamiento,Albergues,SANTA BARBARA,"Orientado a alojar a grupos grandes dispone de habitaciones con capacidad entre 8 y 24 personas, ...",Urretxu,GIPUZKOA,43.0923477072016,-2.33458788855361,,,https://urretxu.eus/es/turismo/albergue-santa-barbara,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000081541_a1_rec_turismo/es_81541/81541-ficha2.html
txk_00024,albergues,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/albergues_de_euskadi/opendata/alojamientos.json,Alojamiento,Albergues,UZTARTZA,"Situado en Aduna, un pequeño municipio a tan sólo 18 km de San Sebastián, ju...",Aduna,GIPUZKOA,43.20331981451,-2.04958941320516,,,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000081801_a1_rec_turismo/es_81801/81801-ficha2.html,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000081801_a1_rec_turismo/es_81801/81801-ficha2.html
txk_00025,albergues,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/albergues_de_euskadi/opendata/alojamientos.json,Alojamiento,Albergues,LASTURKO ATERPETXEA,"Su ubicación, junto al Camino de Santiago es perfecta para los peregrinos que en su recorr...",Deba,GIPUZKOA,43.2507636491129,-2.33338039476776,,,https://www.lastur.eus/es/alojamiento/albergue,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000082041_a1_rec_turismo/es_82041/82041-ficha2.html
txk_00026,albergues,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/albergues_de_euskadi/opendata/alojamientos.json,Alojamiento,Albergues,TRINKETE ETXEA ATERPETXEA,"El albergue, totalmente reformado, está equipado con habitaciones de 2, 4, 5, 6 y 7 plazas...",Lekeitio,BIZKAIA,43.367557839406,-2.50491815744327,,,https://www.trinketehostel.net/,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000083041_a1_rec_turismo/es_83041/83041-ficha2.html
txk_00027,albergues,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/albergues_de_euskadi/opendata/alojamientos.json,Alojamiento,Albergues,HARIZTI ERDI,El albergue está ubicado en la antigua escuela de Zerain en la comarca del Goierri.    Dis...,Zerain,GIPUZKOA,43.0130822775344,-2.27347734990214,,,https://goierriturismo.com/alojamientos/albergue-harizti-erdi,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000083661_a1_rec_turismo/es_83661/83661-ficha2.html
txk_00028,albergues,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/albergues_de_euskadi/opendata/alojamientos.json,Alojamiento,Albergues,OTARDI LANDA ATERPETXEA,Se trata de un caserío centenario completamente rehabilitado y situado en un entorno natur...,Asteasu,GIPUZKOA,43.206551309835,-2.10076133138755,,,http://www.otabardi.eus,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000084341_a1_rec_turismo/es_84341/84341-ficha2.html
txk_00029,albergues,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/albergues_de_euskadi/opendata/alojamientos.json,Alojamiento,Albergues,LA PARRA HOSTEL,Ubicado en pleno centro de Bakio y a sólo 80 metros de una de las playas preferidas para l...,Bakio,BIZKAIA,43.4285664405041,-2.80821823892269,,,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000085861_a1_rec_turismo/es_85861/85861-ficha2.html,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000085861_a1_rec_turismo/es_85861/85861-ficha2.html
txk_00030,albergues,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/albergues_de_euskadi/opendata/alojamientos.json,Alojamiento,Albergues,MANDOIA,"Este alojamiento está ubicado en un entorno rural, frente al Parque Natural del Gorbeia, p...",Zeberio,BIZKAIA,43.1609738419719,-2.80397460837161,,,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000087643_a1_rec_turismo/es_87643/87643-ficha2.html,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000087643_a1_rec_turismo/es_87643/87643-ficha2.html
txk_00031,albergues,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/albergues_de_euskadi/opendata/alojamientos.json,Alojamiento,Albergues,ALL IRON HOSTEL,"El albergue All Iron Hostel se encuentra en el barrio de Begoña, junto a la Basílic...",Bilbao,BIZKAIA,43.2597147464169,-2.91251904205588,,,www.allironhostel.com,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000088441_a1_rec_turismo/es_88441/88441-ficha2.html
txk_00032,albergues,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/albergues_de_euskadi/opendata/alojamientos.json,Alojamiento,Albergues,QUARTIER  BILBAO,"Quartier Bibao es un albergue moderno y acogedor ubicado en pleno Casco Viejo de Bilbao, entre la...",Bilbao,BIZKAIA,43.2561968059457,-2.92346305053172,,,https://quartierbilbao.com/,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000089641_a1_rec_turismo/es_89641/89641-ficha2.html
txk_00033,albergues,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/albergues_de_euskadi/opendata/alojamientos.json,Alojamiento,Albergues,CATS HOSTELS SAN SEBASTIAN,Cats Hostles San Sebastián se encuentra muy cerca del centro y de las numerosas atrac...,Donostia / San Sebastián,GIPUZKOA,43.3109703887186,-2.00105700301458,,,https://www.koisihostel.com/es,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000092124_a1_rec_turismo/es_92124/92124-ficha2.html
txk_00034,albergues,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/albergues_de_euskadi/opendata/alojamientos.json,Alojamiento,Albergues,KOBA HOSTEL,"Este alojamiento está situado en Gros, uno de los barrios de moda de San Sebastián ...",Donostia / San Sebastián,GIPUZKOA,43.3228759556452,-1.97295100580457,,,http://www.kobahostel.com,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000094441_a1_rec_turismo/es_94441/94441-ficha2.html
txk_00035,albergues,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/albergues_de_euskadi/opendata/alojamientos.json,Alojamiento,Albergues,BILBAO METROPOLITAN HOSTEL,"El Bilbao Metropolitan Hostel es un moderno albergue ubicado en pleno centro de Bilbao, en la zon...",Bilbao,BIZKAIA,43.2565440039731,-2.93409637455345,,,www.bilbaometropolitanhostel.com,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000094861_a1_rec_turismo/es_94861/94861-ficha2.html
txk_00036,albergues,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/albergues_de_euskadi/opendata/alojamientos.json,Alojamiento,Albergues,Hostel Getaria,El Hostal Txalupa es un alojamiento pensado para quienes están realizando el camino de San...,Getaria,GIPUZKOA,43.3028276865161,-2.20486869135371,,,www.hostelgetaria.com,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000204453_a1_rec_turismo/es_204453/204453-ficha2.html
txk_00037,albergues,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/albergues_de_euskadi/opendata/alojamientos.json,Alojamiento,Albergues,Balea hostel,"Balea Hostel es un hostal situado en el barrio de Loiola de San Sebastián, cercano a la es...",Donostia / San Sebastián,GIPUZKOA,43.3070824054572,-1.96650700210534,,,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000205234_a1_rec_turismo/es_205234/205234-ficha2.html,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000205234_a1_rec_turismo/es_205234/205234-ficha2.html
txk_00038,albergues,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/albergues_de_euskadi/opendata/alojamientos.json,Alojamiento,Albergues,A ROOM IN THE CITY,A room in the city es un hostal que permite a sus huéspedes conocer de cerca los encantos ...,Donostia / San Sebastián,GIPUZKOA,43.3164171628975,-1.98367257223533,,,https://www.aroominthecity.eu,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000205873_a1_rec_turismo/es_205873/205873-ficha2.html
txk_00039,albergues,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/albergues_de_euskadi/opendata/alojamientos.json,Alojamiento,Albergues,ARRITXULO ATERPETXEA,"Arritxulo Aterpetxea es un albergue ubicado en el término municipal de Oiartzun, en la fal...",Oiartzun,GIPUZKOA,43.2722303576939,-1.79580137584217,,,https://www.arritxulo.org,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000205874_a1_rec_turismo/es_205874/205874-ficha2.html
txk_00040,albergues,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/albergues_de_euskadi/opendata/alojamientos.json,Alojamiento,Albergues,ARANTZAZU ATERPETXEA,"Emplazado a escasos metros del Santuario de Arantzazu, cuna del arte contemporáneo vasco, ...",Oñati,GIPUZKOA,42.9798026444567,-2.40132125905179,,,https://www.arantzazuaterpetxea.com/,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000205875_a1_rec_turismo/es_205875/205875-ficha2.html
txk_00041,albergues,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/albergues_de_euskadi/opendata/alojamientos.json,Alojamiento,Albergues,ERLETXE,A escasos metros de la estación de tren de Gaitxurizketa se encuentra el albergue Erletxe....,Lezo,GIPUZKOA,43.3254008030074,-1.85864873766588,,,www.erletxeaterpea.com,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000207829_a1_rec_turismo/es_207829/207829-ficha2.html
txk_00042,albergues,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/albergues_de_euskadi/opendata/alojamientos.json,Alojamiento,Albergues,Albergue Natura Sobron,El albergue Sobrón Natura está enclavado en uno de los entornos naturales má...,Lantarón,ARABA,42.773991752383,-3.11503233895801,,,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000207982_a1_rec_turismo/es_207982/207982-ficha2.html,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000207982_a1_rec_turismo/es_207982/207982-ficha2.html
txk_00043,albergues,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/albergues_de_euskadi/opendata/alojamientos.json,Alojamiento,Albergues,ALARPE,El albergue Alarpe está integrado en el centro de turismo ecuestre del mismo nombre por lo...,Zaldibia,GIPUZKOA,43.0335038624392,-2.15851811779063,,,www.alarpeaterpetxea.com,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000208204_a1_rec_turismo/es_208204/208204-ficha2.html
txk_00044,albergues,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/albergues_de_euskadi/opendata/alojamientos.json,Alojamiento,Albergues,MOANA ECO SURF HOUSE,Moana Eco Surf House es un alojamiento surf-friendly en la zona de Uribe Kosta. Situado a 400 met...,Sopela,BIZKAIA,43.3809515688641,-2.99438122465234,,,https://www.moanasurfhouse.com/,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000208936_a1_rec_turismo/es_208936/208936-ficha2.html
txk_00045,albergues,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/albergues_de_euskadi/opendata/alojamientos.json,Alojamiento,Albergues,Laga surf camp,Laga Surf Camp es un surf hostel que se encuentra en el municipio de Ibarrangelu dentro de la res...,Ibarrangelu,BIZKAIA,43.3892631437705,-2.63129373838049,,,https://lagasurfcamp.com/,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000209216_a1_rec_turismo/es_209216/209216-ficha2.html
txk_00046,albergues,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/albergues_de_euskadi/opendata/alojamientos.json,Alojamiento,Albergues,USANDI,"Usandi es un albergue en el Camino de Santiago por la costa, en la localidad de Ziortza-Bolibar. ...",Ziortza-Bolibar,BIZKAIA,43.25033442,-2.5498144,,,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000209304_a1_rec_turismo/es_209304/209304-ficha2.html,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000209304_a1_rec_turismo/es_209304/209304-ficha2.html
txk_00047,albergues,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/albergues_de_euskadi/opendata/alojamientos.json,Alojamiento,Albergues,BLAI BLAI ATERPEA,"Pequeño hotel familiar a tan solo 3 minutos andando de la playa de Zarautz, tan cerca, que...",Zarautz,GIPUZKOA,43.2859738987417,-2.16570804213199,,,https://blaiblai.com/es/,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000210413_a1_rec_turismo/es_210413/210413-ficha2.html
txk_00048,albergues,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/albergues_de_euskadi/opendata/alojamientos.json,Alojamiento,Albergues,LATROUPE LA GRANJA,"Ubicado en la Plaza Circular, en Abando, este alojamiento es perfecto para recorrer toda la ciuda...",Bilbao,BIZKAIA,43.2616264350183,-2.92706276652397,,,https://www.latroupe.com/es/,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000212835_a1_rec_turismo/es_212835/212835-ficha2.html
txk_00049,albergues,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/albergues_de_euskadi/opendata/alojamientos.json,Alojamiento,Albergues,HOSTEL GATZAGAK ETXEA,"Alojamiento ubicado junto a las Salinas de Añana, declaradas cómo Monumento Naciona...",Añana,ARABA,42.8020591839829,-2.98657059756361,,,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000212935_a1_rec_turismo/es_212935/212935-ficha2.html,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000212935_a1_rec_turismo/es_212935/212935-ficha2.html
txk_00050,albergues,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/albergues_de_euskadi/opendata/alojamientos.json,Alojamiento,Albergues,KORTA ATERPETXEA,"Situado en el municipio de Asparrena, repleto de tesoros naturales como el nacedero del rí...",Asparrena,ARABA,42.8895594832495,-2.32073707462965,,,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000213476_a1_rec_turismo/es_213476/213476-ficha2.html,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000213476_a1_rec_turismo/es_213476/213476-ficha2.html
txk_00051,albergues,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/albergues_de_euskadi/opendata/alojamientos.json,Alojamiento,Albergues,HOSTEL A UN PASO,"Este albergue se encuentra en Portugalete, exactamente junto a nuestra joya arquitectónica...",Portugalete,BIZKAIA,43.3230313666644,-3.01934904006412,,,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000215534_a1_rec_turismo/es_215534/215534-ficha2.html,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000215534_a1_rec_turismo/es_215534/215534-ficha2.html
txk_00052,albergues,https://opendata.euskadi.eus/contenidos/ds_recursos_turisticos/albergues_de_euskadi/opendata/alojamientos.json,Alojamiento,Albergues,POSHTEL BILBAO,"En Poshtel Bilbao, ubicado a pocos paso del Museo Guggenheim Bilbao, tendrás la opci&...",Bilbao,BIZKAIA,43.2669819716912,-2.93160845257476,,,www.poshtelbilbao.com,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000216855_a1_rec_turismo/es_216855/216855-ficha2.html
